,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
204,30567,36083,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,OTLS Unisex Black Polo Cap,36083.jpg
205,30576,32423,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Cap,32423.jpg
206,30823,38126,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Wildcraft Unisex Multicoloured Printed Cap,38126.jpg
207,30989,1581,Unisex,Accessories,Headwear,Caps,Pink,Summer,2011.0,Sports,Nabaiji Unisex Silicone Swimming Cap,1581.jpg
208,31000,12681,Men,Accessories,Headwear,Caps,Blue,Summer,2011.0,Casual,Probase Men Check Blue Cap,12681.jpg
209,31103,36084,Unisex,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,OTLS Unisex White Cap,36084.jpg
210,31467,19436,Men,Accessories,Headwear,Caps,Olive,Summer,2012.0,Casual,Quiksilver Men Burgundy & Olive Beanies Cap,19436.jpg
211,31596,30148,Men,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Casual,Wrangler Men Fast Biker Navy Blue Cap,30148.jpg
212,31697,4452,Unisex,Accessories,Headwear,Caps,Grey,Summer,2011.0,Casual,Nike Unisex Rodger Federer Blue Grey White Cap,4452.jpg
213,31998,17953,Unisex,Accessories,Headwear,Caps,Grey,Fall,2011.0,Casual,Nike Unisex Knit Beanie Grey Skull Cap,17953.jpg
214,32272,2361,Men,Accessories,Headwear,Caps,Black,Summer,2011.0,Sports,ADIDAS Black Men Cap,2361.jpg
215,32330,2359,Men,Accessories,Headwear,Caps,Navy Blue,Winter,2010.0,Sports,ADIDAS Navy Blue Men Cap,2359.jpg
216,32359,17954,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Nike Unisex Cuffed Beanie Blue Skull Cap,17954.jpg
217,32380,29031,Men,Accessories,Headwear,Caps,Red,Fall,2014.0,Casual,ADIDAS Men Red Corp Training Cap,29031.jpg
218,33120,3615,Unisex,Accessories,Headwear,Caps,Blue,Summer,2011.0,Sports,Puma Rajasthan Royals Blue Fanwear Cap,3615.jpg
219,33255,43070,Unisex,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Nike Unisex Red Portugal Football Cap,43070.jpg
220,33448,22633,Unisex,Accessories,Headwear,Caps,Purple,Fall,2011.0,Sports,Nike Unisex Striped Purple Cap,22633.jpg
221,33496,13722,Men,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,Proline Men Navy & White Patterned Beanie,13722.jpg
222,33575,49791,Men,Accessories,Headwear,Caps,Yellow,Winter,2015.0,Casual,Flying Machine Men Yellow Cap,49791.jpg
223,33619,41508,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Basics Men Red Baseball Cap,41508.jpg
224,33645,38396,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Unisex Blue Match Cap,38396.jpg
225,33715,13725,Men,Accessories,Headwear,Caps,Maroon,Fall,2011.0,Casual,Proline Men Maroon & Black Patterned Beanie,13725.jpg
226,33776,22634,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Nike Unisex Striped Black Cap,22634.jpg
227,34040,44622,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Nike Unisex Blue Daybreak Cap,44622.jpg
228,34137,30591,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,Nike Unisex Federer Blue Cap,30591.jpg
229,34142,18901,Unisex,Accessories,Headwear,Caps,Green,Fall,2011.0,Casual,ADIDAS Originals Unisex Adicolor Green Cap,18901.jpg
230,34150,17949,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Sports,Nike Unisex Swoosh White Bandana,17949.jpg
231,34164,1535,Unisex,Accessories,Headwear,Caps,Black,Fall,2010.0,Sports,Puma Unisex Logo Cap,1535.jpg
232,34214,34793,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat,34793.jpg
233,34291,19440,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Quiksilver Men Red Qsacc Cap,19440.jpg
234,34364,12438,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Timberland Unisex Casual Black Caps,12438.jpg
235,34371,34794,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat,34794.jpg
236,34453,49798,Men,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Flying Machine Men Green Cap,49798.jpg
237,34531,22605,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011.0,Sports,Nike Unisex India Stadium Blue Cap,22605.jpg
238,34645,17529,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,ADIDAS Unisex Sports Black Caps,17529.jpg
239,34957,1566,Men,Accessories,Headwear,Caps,Black,Summer,2011.0,Sports,Artengo Men Black Cap,1566.jpg
240,35113,10599,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Sports,Nike Unisex Tennis White Caps,10599.jpg
241,35381,32430,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Casual,ADIDAS Unisex Polyester Navy Blue Cap,32430.jpg
242,35590,18997,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,ADIDAS Originals Unisex Woolie Stripes Black Cap,18997.jpg
243,35681,40026,Unisex,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,ADIDAS Unisex White Cap,40026.jpg
244,35820,38560,Men,Accessories,Headwear,Caps,Black,Summer,2016.0,Casual,Nike Men Black Cap,38560.jpg
245,36164,44624,Unisex,Accessories,Headwear,Caps,Orange,Summer,2012.0,Casual,Nike Unisex Orange Daybreak Visor Cap,44624.jpg
246,36247,34795,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat,34795.jpg
247,36268,49799,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Cap,49799.jpg
248,36583,44623,Unisex,Accessories,Headwear,Caps,Orange,Summer,2012.0,Casual,Nike Unisex Orange Daybreak Cap,44623.jpg
249,36590,38399,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Sports,ADIDAS Delhi Daredevils Unisex Navy Blue Match Cap,38399.jpg
250,36650,44849,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Unisex Black Ducati Logo Cap,44849.jpg
251,36899,13724,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Proline Men Black Patterned Beanie,13724.jpg
252,36967,22635,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Nike Unisex Striped Black Cap,22635.jpg
253,37267,12437,Unisex,Accessories,Headwear,Caps,Green,Fall,2011.0,Casual,Timberland Unisex Casual Green Caps,12437.jpg
254,37484,49790,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Cap,49790.jpg
255,37603,38561,Men,Accessories,Headwear,Caps,White,Spring,2013.0,Casual,Nike Men White Cap,38561.jpg
256,37803,3450,Unisex,Accessories,Headwear,Caps,Blue,Summer,2011.0,Sports,ADIDAS Kid's Delhi Daredevils Match Blue Cap,3450.jpg
257,37808,2582,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Casual,Kalenji Children's Red Cap,2582.jpg
258,38025,2585,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,Kalenji Black Cap,2585.jpg
259,38032,40027,Unisex,Accessories,Headwear,Caps,Black,Summer,2010.0,Casual,ADIDAS Unisex Black Cap,40027.jpg
260,38096,18996,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Casual,ADIDAS Originals Unisex Red Cap,18996.jpg
261,38229,4449,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2011.0,Casual,Nike Unisex Dry Fit Navy Blue Cap,4449.jpg
262,38359,19886,Unisex,Accessories,Headwear,Caps,Red,Fall,2011.0,Casual,ADIDAS Originals Unisex Dicolor Red Cap,19886.jpg
263,39177,18210,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Manchester United Men Printed Black Cap,18210.jpg
264,39255,58150,Women,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Women Black Sparkle Cat Cap,58150.jpg
265,40039,30641,Unisex,Accessories,Headwear,Caps,Red,Summer,2012.0,Sports,Nike Unisex Red Cap,30641.jpg
266,40202,15539,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Sports,Fila Unisex Printed Red Caps,15539.jpg
267,40767,40768,Men,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,Quiksilver Men White Firsty Fishtails Cap,40768.jpg
268,40784,41027,Men,Accessories,Headwear,Caps,Brown,Summer,2012.0,Casual,Lee Men Brown Cap,41027.jpg
269,41032,28610,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Nike Men Red Cap,28610.jpg
270,41434,49244,Men,Accessories,Headwear,Caps,Black,Fall,2012.0,Casual,Arrow Men Black Cap,49244.jpg
271,41483,40766,Men,Accessories,Headwear,Caps,Navy Blue,Fall,2012.0,Casual,Quiksilver Men Navy Blue Flex Pintails Cap,40766.jpg
272,41830,30640,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Sports,Nike Unisex Black Cap,30640.jpg
273,42964,58151,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Men Black Cap,58151.jpg
274,43029,18211,Men,Accessories,Headwear,Caps,Red,Fall,2011.0,Casual,Manchester United Men Printed Red Cap,18211.jpg
275,43103,41028,Men,Accessories,Headwear,Caps,Olive,Summer,2012.0,Casual,Lee Men Olive Cap,41028.jpg
276,43113,49245,Men,Accessories,Headwear,Caps,White,Fall,2012.0,Casual,Arrow Men White Cap,49245.jpg
277,43175,48535,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Wrangler Men Blue Denim Cap,48535.jpg
278,43192,2467,Men,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,Nike Men White Cap,2467.jpg
279,43307,40767,Men,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Quiksilver Men Grey Firsty Fishtails Cap,40767.jpg
280,43484,49242,Men,Accessories,Headwear,Caps,Purple,Fall,2012.0,Casual,Arrow Men Purple Cap,49242.jpg
281,43795,40769,Men,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,Quiksilver Men White Firsty Pintails Cap,40769.jpg
282,44022,41026,Men,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Casual,Lee Men Navy Blue Cap,41026.jpg
